Ligand	Receptor	Mediator	TF	Target
CEACAM5	CD8A	IL2RG,STAT5A	LEF1	FYN,SLC38A5,VIM,DGKA,STK10,SEMA5B,PTHLH,P2RX7,TGM1,CREM,PCYT1B,MAP2K6,CTSC,RFX4,IL18RAP,PTCH2,CD274,TMEM156,CXCR4,RECK,KCNJ2,TOX2,LAMP5,CCR7,RAC2,TSPAN2,AP4B1,RAB33A,ADAM19,ENPP2,NUSAP1,IL21,CD27,SKAP1,XCL2,CD226,CD96,MOV10,TTN,ELMO1,ARMC12,CTLA4,CCR1,NDST2,CD3D,ZEB2,ZNF524,LRRN3,ABCD2,STAT5B,PER1,SATB1,SH2D1A,DPYD,MME,PGAP1,CD247,GRK5,SIPA1,TMSB4XP6
CEACAM5	CD8A	LCK,STAT5A	LEF1	FYN,SLC38A5,VIM,DGKA,STK10,SEMA5B,PTHLH,P2RX7,TGM1,CREM,PCYT1B,MAP2K6,CTSC,RFX4,IL18RAP,PTCH2,CD274,TMEM156,CXCR4,RECK,KCNJ2,TOX2,LAMP5,CCR7,RAC2,TSPAN2,AP4B1,RAB33A,ADAM19,ENPP2,NUSAP1,IL21,CD27,SKAP1,XCL2,CD226,CD96,MOV10,TTN,ELMO1,ARMC12,CTLA4,CCR1,NDST2,CD3D,ZEB2,ZNF524,LRRN3,ABCD2,STAT5B,PER1,SATB1,SH2D1A,DPYD,MME,PGAP1,CD247,GRK5,SIPA1,TMSB4XP6
CEACAM5	CD8A	CD247,STAT5A	LEF1	FYN,SLC38A5,VIM,DGKA,STK10,SEMA5B,PTHLH,P2RX7,TGM1,CREM,PCYT1B,MAP2K6,CTSC,RFX4,IL18RAP,PTCH2,CD274,TMEM156,CXCR4,RECK,KCNJ2,TOX2,LAMP5,CCR7,RAC2,TSPAN2,AP4B1,RAB33A,ADAM19,ENPP2,NUSAP1,IL21,CD27,SKAP1,XCL2,CD226,CD96,MOV10,TTN,ELMO1,ARMC12,CTLA4,CCR1,NDST2,CD3D,ZEB2,ZNF524,LRRN3,ABCD2,STAT5B,PER1,SATB1,SH2D1A,DPYD,MME,PGAP1,CD247,GRK5,SIPA1,TMSB4XP6
CEACAM5	CD8A	LCK,VIM	LEF1	FYN,SLC38A5,VIM,DGKA,STK10,SEMA5B,PTHLH,P2RX7,TGM1,CREM,PCYT1B,MAP2K6,CTSC,RFX4,IL18RAP,PTCH2,CD274,TMEM156,CXCR4,RECK,KCNJ2,TOX2,LAMP5,CCR7,RAC2,TSPAN2,AP4B1,RAB33A,ADAM19,ENPP2,NUSAP1,IL21,CD27,SKAP1,XCL2,CD226,CD96,MOV10,TTN,ELMO1,ARMC12,CTLA4,CCR1,NDST2,CD3D,ZEB2,ZNF524,LRRN3,ABCD2,STAT5B,PER1,SATB1,SH2D1A,DPYD,MME,PGAP1,CD247,GRK5,SIPA1,TMSB4XP6
CEACAM5	CD8A	IL2RA	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM5	CD8A	IL2RG	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM5	CD8A		CD3G	IFNG,PRF1
CEACAM5	CD8A	FYN	STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
CEACAM5	CD8A	PRKCQ	STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
CEACAM5	CD8A	IL2RA	STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
CEACAM5	CD8A	IL2RG	STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
CEACAM5	CD8A	LCK	STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
CEACAM5	CD8A	CD247	STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
CEACAM5	CD8A	FYN	RORA	UHRF2,JAKMIP2
CEACAM5	CD8A	CD3G	RORA	UHRF2,JAKMIP2
CEACAM5	CD8A	CD3D	RORA	UHRF2,JAKMIP2
CEACAM5	CD8A	LCK	RORA	UHRF2,JAKMIP2
CEACAM5	CD8A	IL2RA	LTA	BIRC3
CEACAM5	CD8A	IL2RG	LTA	BIRC3
CEACAM5	CD8A	FYN	CAV1	FYN,ENPP2
CEACAM5	CD8A		IL2RA	TNFRSF9,GZMB,IL2RG,PRF1,TNFRSF4
CEACAM5	CD8A		CD28	IFNG,PRF1
CEACAM5	CD8A	FYN	STAT5B	SLC38A5,ZNF582,TNFRSF9,DGKA,CREM,GZMB,FLT1,NKG7,SLAMF1,FASLG,IL2RA,ENPP2,ELMO1,CCL5,CSF2,ZEB2,PRF1,CD247,LTA
CEACAM5	CD8A	PRKCQ	STAT5B	SLC38A5,ZNF582,TNFRSF9,DGKA,CREM,GZMB,FLT1,NKG7,SLAMF1,FASLG,IL2RA,ENPP2,ELMO1,CCL5,CSF2,ZEB2,PRF1,CD247,LTA
CEACAM5	CD8A	IL2RA	STAT5B	SLC38A5,ZNF582,TNFRSF9,DGKA,CREM,GZMB,FLT1,NKG7,SLAMF1,FASLG,IL2RA,ENPP2,ELMO1,CCL5,CSF2,ZEB2,PRF1,CD247,LTA
CEACAM5	CD8A	IL2RG	STAT5B	SLC38A5,ZNF582,TNFRSF9,DGKA,CREM,GZMB,FLT1,NKG7,SLAMF1,FASLG,IL2RA,ENPP2,ELMO1,CCL5,CSF2,ZEB2,PRF1,CD247,LTA
CEACAM5	CD8A	LCK	STAT5B	SLC38A5,ZNF582,TNFRSF9,DGKA,CREM,GZMB,FLT1,NKG7,SLAMF1,FASLG,IL2RA,ENPP2,ELMO1,CCL5,CSF2,ZEB2,PRF1,CD247,LTA
CEACAM5	CD8A	CD247	STAT5B	SLC38A5,ZNF582,TNFRSF9,DGKA,CREM,GZMB,FLT1,NKG7,SLAMF1,FASLG,IL2RA,ENPP2,ELMO1,CCL5,CSF2,ZEB2,PRF1,CD247,LTA
CEACAM5	CD8A		CD80	IFNG,PRF1
CEACAM5	CD8A		IL2RG	TNFRSF9,GZMB,IL2RA,IRF4,PRF1,TNFRSF4
CEACAM5	CD8A	FYN,SLAMF1	CHRNA5	CASP1
CEACAM5	CD8A	LCK,SLAMF1	CHRNA5	CASP1
CEACAM5	CD8A	CD247,NCR3	CHRNA5	CASP1
CEACAM5	CD8A	HLA-F,LILRA5	CHRNA5	CASP1
CEACAM5	CD8A		CD247	IFNG,FASLG,PRF1
CEACAM5	CD8A		FYN	IRF7
CEACAM5	CD8A	IL2RA,IFNG	MYD88	IFIT2,ISG15,MIR146A
CEACAM5	CD8A	IL2RG,IFNG	MYD88	IFIT2,ISG15,MIR146A
CEACAM5	CD8A	CD28,IFNG	MYD88	IFIT2,ISG15,MIR146A
CEACAM5	CD8A	IL2RA,IL1R1	MYD88	IFIT2,ISG15,MIR146A
CEACAM5	CD8A	IL2RG,IL1R1	MYD88	IFIT2,ISG15,MIR146A
CEACAM5	CD8A	IL2RA,CSF2	MYD88	IFIT2,ISG15,MIR146A
CEACAM5	CD8A	VAV1,CSF2	MYD88	IFIT2,ISG15,MIR146A
CEACAM5	CD8A	IL2RG,CSF2	MYD88	IFIT2,ISG15,MIR146A
CEACAM5	CD8A	CD3G,CSF2	MYD88	IFIT2,ISG15,MIR146A
CEACAM5	CD8A	CD3D,CSF2	MYD88	IFIT2,ISG15,MIR146A
CEACAM5	CD8A	CD28,CSF2	MYD88	IFIT2,ISG15,MIR146A
CEACAM5	CD8A	LCK,CSF2	MYD88	IFIT2,ISG15,MIR146A
CEACAM5	CD8A	CD247,CSF2	MYD88	IFIT2,ISG15,MIR146A
CEACAM5	CD8A	CD3G,MAL	MYD88	IFIT2,ISG15,MIR146A
CEACAM5	CD8A	VAV1	CXCR4	VIM
CEACAM5	CD8A	FYN,ITGAX	ZEB1	ARAP2,DGKA,RORA,PTHLH,MAP2K6,CRTAM,CCL20,CYTIP,KCNJ2,TOX2,LAMP5,FAM78A,TSPAN2,FXYD2,SKAP1,STRIP1,GPR174,MOV10,ELMO1,WNT4,CSF2,RAB8B,IL7R,ZEB2,LRRN3,JAKMIP2,RPS6KA3,HCLS1,SH2D1A,NELL2,LST1,SIPA1,LTA
CEACAM5	CD8A	LCK,ITGAX	ZEB1	ARAP2,DGKA,RORA,PTHLH,MAP2K6,CRTAM,CCL20,CYTIP,KCNJ2,TOX2,LAMP5,FAM78A,TSPAN2,FXYD2,SKAP1,STRIP1,GPR174,MOV10,ELMO1,WNT4,CSF2,RAB8B,IL7R,ZEB2,LRRN3,JAKMIP2,RPS6KA3,HCLS1,SH2D1A,NELL2,LST1,SIPA1,LTA
CEACAM5	CD8A	IL2RA	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM5	CD8A	IL2RG	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM5	CD8A	IL2RA,IFNG,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
CEACAM5	CD8A	IL2RG,IFNG,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
CEACAM5	CD8A	CD28,IFNG,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
CEACAM5	CD8A	IL2RA,IL1R1,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
CEACAM5	CD8A	IL2RG,IL1R1,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
CEACAM5	CD8A	IL2RA,CSF2,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
CEACAM5	CD8A	VAV1,CSF2,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
CEACAM5	CD8A	IL2RG,CSF2,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
CEACAM5	CD8A	CD3G,CSF2,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
CEACAM5	CD8A	CD3D,CSF2,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
CEACAM5	CD8A	CD28,CSF2,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
CEACAM5	CD8A	LCK,CSF2,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
CEACAM5	CD8A	CD247,CSF2,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
CEACAM5	CD8A	CD3G,MAL,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
CEACAM5	CD8A	FYN,CD48	IL18RAP	IFNG
CEACAM5	CD8A	LCK,CD48	IL18RAP	IFNG
CEACAM5	CD8A	CD247,CD48	IL18RAP	IFNG
CEACAM5	CD8A		CD3D	IFNG,PRF1
CEACAM5	CD8A	FYN,CLIC5	P2RX7	ENPP2
CEACAM5	CD8A	FYN,ITGB2	P2RX7	ENPP2
CEACAM5	CD8A	VAV1,ITGB2	P2RX7	ENPP2
CEACAM5	CD8A	LCK,ITGB2	P2RX7	ENPP2
CEACAM5	CD8A	FYN,HSPA1A	P2RX7	ENPP2
CEACAM5	CD8A	FYN,RORA	RGS2	CREM,HSPA1A
CEACAM5	CD8A	CD3G,RORA	RGS2	CREM,HSPA1A
CEACAM5	CD8A	CD3D,RORA	RGS2	CREM,HSPA1A
CEACAM5	CD8A	LCK,RORA	RGS2	CREM,HSPA1A
CEACAM5	CD8A		CD8B	PRF1
CEACAM5	CD8A	IL2RA	CSF2	CD80,CCR7,MIR146A
CEACAM5	CD8A	VAV1	CSF2	CD80,CCR7,MIR146A
CEACAM5	CD8A	IL2RG	CSF2	CD80,CCR7,MIR146A
CEACAM5	CD8A	CD3G	CSF2	CD80,CCR7,MIR146A
CEACAM5	CD8A	CD3D	CSF2	CD80,CCR7,MIR146A
CEACAM5	CD8A	CD28	CSF2	CD80,CCR7,MIR146A
CEACAM5	CD8A	LCK	CSF2	CD80,CCR7,MIR146A
CEACAM5	CD8A	CD247	CSF2	CD80,CCR7,MIR146A
CEACAM5	CD8A	FYN	HLA-DRA	IFNG
CEACAM5	CD8A	CD3G	HLA-DRA	IFNG
CEACAM5	CD8A	CD3D	HLA-DRA	IFNG
CEACAM5	CD8A	LCK	HLA-DRA	IFNG
CEACAM5	CD8A	TRAV8-4	HLA-DRA	IFNG
CEACAM5	CD8A	TRAC	HLA-DRA	IFNG
CEACAM5	CD8A	FYN	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
CEACAM5	CD8A	PRKCQ	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
CEACAM5	CD8A	IL2RA	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
CEACAM5	CD8A	IL2RG	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
CEACAM5	CD8A	LCK	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
CEACAM5	CD8A		TRAC	IFNG,PRF1
CEACAM5	CD8A	FYN,STAT4	EBI3	IFNG
CEACAM5	CD8A	PRKCQ,STAT4	EBI3	IFNG
CEACAM5	CD8A	IL2RA,STAT4	EBI3	IFNG
CEACAM5	CD8A	IL2RG,STAT4	EBI3	IFNG
CEACAM5	CD8A	LCK,STAT4	EBI3	IFNG
CEACAM5	CD8A	IL2RA,IL12RB2	EBI3	IFNG
CEACAM5	CD8A	IL2RG,IL12RB2	EBI3	IFNG
CEACAM5	CD8A	IL2RA	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
CEACAM5	CD8A	IL2RG	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
CEACAM5	CD8A	CD28	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
CEACAM5	CD8A	FYN,RORA	CREM	PER1
CEACAM5	CD8A	CD3G,RORA	CREM	PER1
CEACAM5	CD8A	CD3D,RORA	CREM	PER1
CEACAM5	CD8A	LCK,RORA	CREM	PER1
CEACAM5	CD8A	FYN,HSPA1A	CREM	PER1
CEACAM5	CD8A		PRKCQ	FASLG
