Ligand	Receptor	Mediator	TF	Target
PIP	CD4	FYN,IL2RG	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
SLPI	CD4	TRAC,IL2RG	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PIP	CD4	TRAC,IL2RG	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
SLPI	CD4	FYN,IL7R	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PIP	CD4	FYN,IL7R	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
SLPI	CD4	FYN,STAT5B	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PIP	CD4	FYN,STAT5B	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
SLPI	CD4	FYN,IL3RA	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PIP	CD4	FYN,IL3RA	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
SLPI	CD4	VAV1,IL3RA	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PIP	CD4	VAV1,IL3RA	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
SLPI	CD4	VAV1,CSF2	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PIP	CD4	VAV1,CSF2	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
SLPI	CD4	VAV1,CSF2RA	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PIP	CD4	VAV1,CSF2RA	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
SLPI	CD4	TRAC,IL2RA	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PIP	CD4	TRAC,IL2RA	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
SLPI	CD4	FYN	CD3G	IFNG,PRF1
PIP	CD4	FYN	CD3G	IFNG,PRF1
SLPI	CD4	VAV1	CD3G	IFNG,PRF1
PIP	CD4	VAV1	CD3G	IFNG,PRF1
SLPI	CD4	TRAC	CD3G	IFNG,PRF1
PIP	CD4	TRAC	CD3G	IFNG,PRF1
SLPI	CD4	HLA-DPA1	CD3G	IFNG,PRF1
PIP	CD4	HLA-DPA1	CD3G	IFNG,PRF1
SLPI	CD4	FYN	STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
PIP	CD4	FYN	STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
SLPI	CD4	FYN	RORA	UHRF2,JAKMIP2
PIP	CD4	FYN	RORA	UHRF2,JAKMIP2
SLPI	CD4	HLA-DPA1	RORA	UHRF2,JAKMIP2
PIP	CD4	HLA-DPA1	RORA	UHRF2,JAKMIP2
SLPI	CD4	FYN,IL2RG	LTA	BIRC3
PIP	CD4	FYN,IL2RG	LTA	BIRC3
SLPI	CD4	TRAC,IL2RG	LTA	BIRC3
PIP	CD4	TRAC,IL2RG	LTA	BIRC3
SLPI	CD4	FYN,IL7R	LTA	BIRC3
PIP	CD4	FYN,IL7R	LTA	BIRC3
SLPI	CD4	FYN,IL3RA	LTA	BIRC3
PIP	CD4	FYN,IL3RA	LTA	BIRC3
SLPI	CD4	VAV1,IL3RA	LTA	BIRC3
PIP	CD4	VAV1,IL3RA	LTA	BIRC3
SLPI	CD4	VAV1,CSF2RA	LTA	BIRC3
PIP	CD4	VAV1,CSF2RA	LTA	BIRC3
SLPI	CD4	TRAC,IL2RA	LTA	BIRC3
PIP	CD4	TRAC,IL2RA	LTA	BIRC3
SLPI	CD4	FYN	CAV1	FYN,ENPP2
PIP	CD4	FYN	CAV1	FYN,ENPP2
SLPI	CD4	TRAC	IL2RA	TNFRSF9,GZMB,IL2RG,PRF1,TNFRSF4
PIP	CD4	TRAC	IL2RA	TNFRSF9,GZMB,IL2RG,PRF1,TNFRSF4
SLPI	CD4	FYN	CD28	IFNG,PRF1
PIP	CD4	FYN	CD28	IFNG,PRF1
SLPI	CD4	VAV1	CD28	IFNG,PRF1
PIP	CD4	VAV1	CD28	IFNG,PRF1
SLPI	CD4	TRAC	CD28	IFNG,PRF1
PIP	CD4	TRAC	CD28	IFNG,PRF1
SLPI	CD4	FYN	STAT5B	SLC38A5,ZNF582,TNFRSF9,DGKA,CREM,GZMB,FLT1,NKG7,SLAMF1,FASLG,IL2RA,ENPP2,ELMO1,CCL5,CSF2,ZEB2,PRF1,CD247,LTA
PIP	CD4	FYN	STAT5B	SLC38A5,ZNF582,TNFRSF9,DGKA,CREM,GZMB,FLT1,NKG7,SLAMF1,FASLG,IL2RA,ENPP2,ELMO1,CCL5,CSF2,ZEB2,PRF1,CD247,LTA
SLPI	CD4	FYN	CD80	IFNG,PRF1
PIP	CD4	FYN	CD80	IFNG,PRF1
SLPI	CD4	VAV1	CD80	IFNG,PRF1
PIP	CD4	VAV1	CD80	IFNG,PRF1
SLPI	CD4	TRAC	CD80	IFNG,PRF1
PIP	CD4	TRAC	CD80	IFNG,PRF1
SLPI	CD4	FYN	IL2RG	TNFRSF9,GZMB,IL2RA,IRF4,PRF1,TNFRSF4
PIP	CD4	FYN	IL2RG	TNFRSF9,GZMB,IL2RA,IRF4,PRF1,TNFRSF4
SLPI	CD4	TRAC	IL2RG	TNFRSF9,GZMB,IL2RA,IRF4,PRF1,TNFRSF4
PIP	CD4	TRAC	IL2RG	TNFRSF9,GZMB,IL2RA,IRF4,PRF1,TNFRSF4
SLPI	CD4	FYN,SLAMF1	CHRNA5	CASP1
PIP	CD4	FYN,SLAMF1	CHRNA5	CASP1
SLPI	CD4	FYN	CD247	IFNG,FASLG,PRF1
PIP	CD4	FYN	CD247	IFNG,FASLG,PRF1
SLPI	CD4	VAV1	CD247	IFNG,FASLG,PRF1
PIP	CD4	VAV1	CD247	IFNG,FASLG,PRF1
SLPI	CD4	TRAC	CD247	IFNG,FASLG,PRF1
PIP	CD4	TRAC	CD247	IFNG,FASLG,PRF1
SLPI	CD4		FYN	IRF7
PIP	CD4		FYN	IRF7
SLPI	CD4	VAV1,CSF2	MYD88	IFIT2,ISG15,MIR146A
PIP	CD4	VAV1,CSF2	MYD88	IFIT2,ISG15,MIR146A
SLPI	CD4	VAV1	CXCR4	VIM
PIP	CD4	VAV1	CXCR4	VIM
SLPI	CD4	FYN,ITGAX	ZEB1	ARAP2,DGKA,RORA,PTHLH,MAP2K6,CRTAM,CCL20,CYTIP,KCNJ2,TOX2,LAMP5,FAM78A,TSPAN2,FXYD2,SKAP1,STRIP1,GPR174,MOV10,ELMO1,WNT4,CSF2,RAB8B,IL7R,ZEB2,LRRN3,JAKMIP2,RPS6KA3,HCLS1,SH2D1A,NELL2,LST1,SIPA1,LTA
PIP	CD4	FYN,ITGAX	ZEB1	ARAP2,DGKA,RORA,PTHLH,MAP2K6,CRTAM,CCL20,CYTIP,KCNJ2,TOX2,LAMP5,FAM78A,TSPAN2,FXYD2,SKAP1,STRIP1,GPR174,MOV10,ELMO1,WNT4,CSF2,RAB8B,IL7R,ZEB2,LRRN3,JAKMIP2,RPS6KA3,HCLS1,SH2D1A,NELL2,LST1,SIPA1,LTA
SLPI	CD4	FYN,FASLG	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PIP	CD4	FYN,FASLG	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
SLPI	CD4	FYN,STAT5A	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PIP	CD4	FYN,STAT5A	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
SLPI	CD4	FYN,STAT4	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PIP	CD4	FYN,STAT4	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
SLPI	CD4	FYN,IL2RG	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PIP	CD4	FYN,IL2RG	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
SLPI	CD4	TRAC,IL2RG	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PIP	CD4	TRAC,IL2RG	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
SLPI	CD4	FYN,IL7R	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PIP	CD4	FYN,IL7R	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
SLPI	CD4	FYN,STAT5B	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PIP	CD4	FYN,STAT5B	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
SLPI	CD4	FYN,IL3RA	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PIP	CD4	FYN,IL3RA	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
SLPI	CD4	VAV1,IL3RA	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PIP	CD4	VAV1,IL3RA	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
SLPI	CD4	VAV1,CSF2	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PIP	CD4	VAV1,CSF2	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
SLPI	CD4	VAV1,CSF2RA	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PIP	CD4	VAV1,CSF2RA	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
SLPI	CD4	TRAC,IL2RA	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
PIP	CD4	TRAC,IL2RA	IL12RB2	CCL3,GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
SLPI	CD4	VAV1,CSF2,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
PIP	CD4	VAV1,CSF2,MYD88	IRF7	ACSBG1,MAP2K6,RFX4,IFIT2,CXCR4,APOBEC2,XAF1,OASL,ITGB7,MOV10,UBA7,IFIT1,ISG15,EVL,PSMB9
SLPI	CD4	FYN,CD48	IL18RAP	IFNG
PIP	CD4	FYN,CD48	IL18RAP	IFNG
SLPI	CD4	FYN	CD3D	IFNG,PRF1
PIP	CD4	FYN	CD3D	IFNG,PRF1
SLPI	CD4	TRAC	CD3D	IFNG,PRF1
PIP	CD4	TRAC	CD3D	IFNG,PRF1
SLPI	CD4	HLA-DPA1	CD3D	IFNG,PRF1
PIP	CD4	HLA-DPA1	CD3D	IFNG,PRF1
SLPI	CD4	FYN,CLIC5	P2RX7	ENPP2
PIP	CD4	FYN,CLIC5	P2RX7	ENPP2
SLPI	CD4	FYN,ITGB2	P2RX7	ENPP2
PIP	CD4	FYN,ITGB2	P2RX7	ENPP2
SLPI	CD4	VAV1,ITGB2	P2RX7	ENPP2
PIP	CD4	VAV1,ITGB2	P2RX7	ENPP2
SLPI	CD4	FYN,HSPA1A	P2RX7	ENPP2
PIP	CD4	FYN,HSPA1A	P2RX7	ENPP2
SLPI	CD4	FYN,RORA	RGS2	CREM,HSPA1A
PIP	CD4	FYN,RORA	RGS2	CREM,HSPA1A
SLPI	CD4	HLA-DPA1,RORA	RGS2	CREM,HSPA1A
PIP	CD4	HLA-DPA1,RORA	RGS2	CREM,HSPA1A
SLPI	CD4	FYN	CD8B	PRF1
PIP	CD4	FYN	CD8B	PRF1
SLPI	CD4	TRAC	CD8B	PRF1
PIP	CD4	TRAC	CD8B	PRF1
SLPI	CD4	VAV1	CSF2	CD80,CCR7,MIR146A
PIP	CD4	VAV1	CSF2	CD80,CCR7,MIR146A
SLPI	CD4	FYN	HLA-DRA	IFNG
PIP	CD4	FYN	HLA-DRA	IFNG
SLPI	CD4	TRAC	HLA-DRA	IFNG
PIP	CD4	TRAC	HLA-DRA	IFNG
SLPI	CD4	HLA-DPA1	HLA-DRA	IFNG
PIP	CD4	HLA-DPA1	HLA-DRA	IFNG
SLPI	CD4	FYN	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
PIP	CD4	FYN	STAT4	FLT1,EBI3,IFNG,IL18RAP,STAT5A,IL2RA,IL21,CD200R1,CD3D,ZEB2,FOXG1,PRF1,SATB1
SLPI	CD4	FYN	CD8A	PRF1
PIP	CD4	FYN	CD8A	PRF1
SLPI	CD4	TRAC	CD8A	PRF1
PIP	CD4	TRAC	CD8A	PRF1
SLPI	CD4		TRAC	IFNG,PRF1
PIP	CD4		TRAC	IFNG,PRF1
SLPI	CD4	FYN,STAT4	EBI3	IFNG
PIP	CD4	FYN,STAT4	EBI3	IFNG
SLPI	CD4	FYN,CAV1	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
PIP	CD4	FYN,CAV1	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
SLPI	CD4	FYN,IL2RG	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
PIP	CD4	FYN,IL2RG	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
SLPI	CD4	TRAC,IL2RG	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
PIP	CD4	TRAC,IL2RG	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
SLPI	CD4	FYN,IL7R	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
PIP	CD4	FYN,IL7R	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
SLPI	CD4	FYN,CD28	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
PIP	CD4	FYN,CD28	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
SLPI	CD4	VAV1,CD28	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
PIP	CD4	VAV1,CD28	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
SLPI	CD4	TRAC,CD28	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
PIP	CD4	TRAC,CD28	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
SLPI	CD4	FYN,IL3RA	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
PIP	CD4	FYN,IL3RA	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
SLPI	CD4	VAV1,IL3RA	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
PIP	CD4	VAV1,IL3RA	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
SLPI	CD4	FYN,HLA-DRA	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
PIP	CD4	FYN,HLA-DRA	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
SLPI	CD4	TRAC,HLA-DRA	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
PIP	CD4	TRAC,HLA-DRA	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
SLPI	CD4	HLA-DPA1,HLA-DRA	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
PIP	CD4	HLA-DPA1,HLA-DRA	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
SLPI	CD4	VAV1,CSF2	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
PIP	CD4	VAV1,CSF2	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
SLPI	CD4	VAV1,CSF2RA	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
PIP	CD4	VAV1,CSF2RA	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
SLPI	CD4	TRAC,PTPN6	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
PIP	CD4	TRAC,PTPN6	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
SLPI	CD4	TRAC,IL2RA	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
PIP	CD4	TRAC,IL2RA	IFNG	CCL3,CD74,BIRC3,CD83,GBP1,CD274,CD80,CCR2,CCR7,CCL4,IDO1,CASP1,CYP1B1,LY96,CCL5,CCR1,MYD88,TNFRSF4,HLA-DRA
SLPI	CD4	FYN,RORA	CREM	PER1
PIP	CD4	FYN,RORA	CREM	PER1
SLPI	CD4	HLA-DPA1,RORA	CREM	PER1
PIP	CD4	HLA-DPA1,RORA	CREM	PER1
SLPI	CD4	FYN,HSPA1A	CREM	PER1
PIP	CD4	FYN,HSPA1A	CREM	PER1
SLPI	CD4	FYN	PRKCQ	FASLG
PIP	CD4	FYN	PRKCQ	FASLG
SLPI	CD4	VAV1	PRKCQ	FASLG
PIP	CD4	VAV1	PRKCQ	FASLG
SLPI	CD4	SELL	PRKCQ	FASLG
PIP	CD4	SELL	PRKCQ	FASLG
SLPI	CD4	TRAC	PRKCQ	FASLG
PIP	CD4	TRAC	PRKCQ	FASLG
CEACAM1	HAVCR2	LCK	PTPN6	CCL5
CEACAM1	HAVCR2	FYN,STAT5A	LEF1	FYN,SLC38A5,VIM,DGKA,STK10,SEMA5B,PTHLH,P2RX7,TGM1,CREM,PCYT1B,MAP2K6,CTSC,RFX4,IL18RAP,PTCH2,CD274,TMEM156,CXCR4,RECK,KCNJ2,TOX2,LAMP5,CCR7,RAC2,TSPAN2,AP4B1,RAB33A,ADAM19,ENPP2,NUSAP1,IL21,CD27,SKAP1,XCL2,CD226,CD96,MOV10,TTN,ELMO1,ARMC12,CTLA4,CCR1,NDST2,CD3D,ZEB2,ZNF524,LRRN3,ABCD2,STAT5B,PER1,SATB1,SH2D1A,DPYD,MME,PGAP1,CD247,GRK5,SIPA1,TMSB4XP6
CEACAM1	HAVCR2	LCK,STAT5A	LEF1	FYN,SLC38A5,VIM,DGKA,STK10,SEMA5B,PTHLH,P2RX7,TGM1,CREM,PCYT1B,MAP2K6,CTSC,RFX4,IL18RAP,PTCH2,CD274,TMEM156,CXCR4,RECK,KCNJ2,TOX2,LAMP5,CCR7,RAC2,TSPAN2,AP4B1,RAB33A,ADAM19,ENPP2,NUSAP1,IL21,CD27,SKAP1,XCL2,CD226,CD96,MOV10,TTN,ELMO1,ARMC12,CTLA4,CCR1,NDST2,CD3D,ZEB2,ZNF524,LRRN3,ABCD2,STAT5B,PER1,SATB1,SH2D1A,DPYD,MME,PGAP1,CD247,GRK5,SIPA1,TMSB4XP6
CEACAM1	HAVCR2	LCK,VIM	LEF1	FYN,SLC38A5,VIM,DGKA,STK10,SEMA5B,PTHLH,P2RX7,TGM1,CREM,PCYT1B,MAP2K6,CTSC,RFX4,IL18RAP,PTCH2,CD274,TMEM156,CXCR4,RECK,KCNJ2,TOX2,LAMP5,CCR7,RAC2,TSPAN2,AP4B1,RAB33A,ADAM19,ENPP2,NUSAP1,IL21,CD27,SKAP1,XCL2,CD226,CD96,MOV10,TTN,ELMO1,ARMC12,CTLA4,CCR1,NDST2,CD3D,ZEB2,ZNF524,LRRN3,ABCD2,STAT5B,PER1,SATB1,SH2D1A,DPYD,MME,PGAP1,CD247,GRK5,SIPA1,TMSB4XP6
CEACAM1	HAVCR2	FYN,FASLG	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	LCK,FASLG	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	FYN,STAT5A	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	LCK,STAT5A	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	FYN,STAT4	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	LCK,STAT4	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	FYN,IL2RG	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	LCK,IL2RG	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	FYN,IL7R	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	FYN,STAT5B	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	LCK,STAT5B	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	FYN,IL3RA	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	VAV1,IL3RA	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	VAV1,CSF2	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	LCK,CSF2	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	VAV1,CSF2RA	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	LCK,CSF2RA	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	LCK,IL2RA	IL12RB1	GZMB,IFNG,IL1R1,FASLG,CCL4,GZMA
CEACAM1	HAVCR2	FYN	CD3G	IFNG,PRF1
CEACAM1	HAVCR2	VAV1	CD3G	IFNG,PRF1
CEACAM1	HAVCR2	LCK	CD3G	IFNG,PRF1
CEACAM1	HAVCR2	FYN	STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
CEACAM1	HAVCR2	LCK	STAT5A	SLC38A5,TNFRSF9,DGKA,CREM,FLT1,LPXN,RFX4,FASLG,CD274,BATF3,LAMP5,IL2RA,ENPP2,STRIP1,GJA5,ELMO1,CCL5,FSTL1,DNASE1L3,ZEB2,LRRN3,SUMO4,PRF1,SATB1,LCK,BTLA,S100A4,LTA
CEACAM1	HAVCR2	FYN	RORA	UHRF2,JAKMIP2
CEACAM1	HAVCR2	LCK	RORA	UHRF2,JAKMIP2
