Ligand	Receptor	Score
RPS6KB1	MAPT	1
RPS6KB1	PIP5K1C	1
RPS6KB1	TRIP6	1
RPS6KB1	DNAJC2	1
RPS6KB1	IRS1	1
RPS6KB1	EIF4EBP1	1
RPS6KB1	POLDIP3	1
RPS6KB1	PXN	1
RPS6KB1	STK11	1
RPS6KB1	RPS25	1
RPS6KB1	TERT	1
RPS6KB1	MXI1	1
RPS6KB1	RPS9	1
RPS6KB1	RPS3	1
RPS6KB1	HMGA1	1
TMSB4X	AKT2	1
TMSB4X	JUN	1
TMSB4X	ILK	1
TMSB4X	SERPINE1	1
TWIST1	SERPINB3	1
TWIST1	CDH1	1
TWIST1	PIK3CG	1
TWIST1	RELA	1
TWIST1	CDKN2A	1
TWIST1	AKT2	1
TWIST1	TP53	1
TWIST1	HES1	1
TWIST1	TIMP1	1
AKT1S1	AKT3	1
AKT1S1	RPTOR	1
AKT1S1	MTOR	1
AKT1S1	TSC2	1
AKT1S1	IRS1	1
FAM107A	AKT3	1
MAP3K7	MAP3K14	1
MAP3K7	SRSF4	1
MAP3K7	OTUD7B	1
MAP3K7	MAP2K4	1
MAP3K7	MAPK14	1
MAP3K7	UBE2L3	1
MAP3K7	MAP2K6	1
MAP3K7	CHUK	1
MAP3K7	TRIM28	1
MAP3K7	XIAP	1
MAP3K7	GATA4	1
MAP3K7	PRKAB1	1
MAP3K7	SQSTM1	1
MAP3K7	FKBP5	1
MAP3K7	TDP2	1
MAP3K7	SMO	1
MAP3K7	ELP1	1
MAP3K7	ULK1	1
MAP3K7	DAXX	1
MAP3K7	CTTN	1
MAP3K7	ATAT1	1
MAP3K7	NFATC4	1
MAP3K7	NFKBIA	1
MAP3K7	FOS	1
MAP3K7	SMAD6	1
MAP3K7	CSDE1	1
MAP3K7	E2F1	1
MAP3K7	IKBKG	1
MAP3K7	SNRNP70	1
MAP3K7	STAT3	1
MAP3K7	SMAD3	1
MAP3K7	TAB2	1
MAP3K7	MDFI	1
MAP3K7	RUVBL2	1
MAP3K7	HSPA1L	1
MAP3K7	MTOR	1
MAP3K7	NFKB1	1
MAP3K7	TRAF3IP2	1
MAP3K7	FLNA	1
MAP3K7	NAIP	1
MAP3K7	TNFRSF11A	1
MAP3K7	MAP2K2	1
MAP3K7	HSP90AA1	1
MAP3K7	ZAP70	1
MAP3K7	RBMX	1
MAP3K7	PPM1L	1
MAP3K7	HNRNPA2B1	1
MAP3K7	IL2	1
MAP3K7	RIPK1	1
MAP3K7	RELA	1
MAP3K7	BCL3	1
MAP3K7	EEF1A1	1
MAP3K7	SMAD1	1
MAP3K7	MAP3K1	1
MAP3K7	HDAC7	1
MAP3K7	ERC1	1
MAP3K7	MAGEA6	1
MAP3K7	RAP1A	1
MAP3K7	HIPK2	1
MAP3K7	PTPN3	1
MAP3K7	LDHA	1
MAP3K7	TUBB	1
MAP3K7	HDAC4	1
MAP3K7	HDAC5	1
MAP3K7	HGS	1
MAP3K7	MAP2K1	1
MAP3K7	IKBKB	1
MAP3K7	PINX1	1
MAP3K7	TAB3	1
MAP3K7	PRKAA2	1
MAP3K7	MAP2K7	1
MAP3K7	NKX2-5	1
MAP3K7	POLD2	1
MAP3K7	UHMK1	1
MAP3K7	MAPK8	1
MAP3K7	SUMO4	1
MAP3K7	IL17RD	1
MAP3K7	NAP1L1	1
MAP3K7	TAB1	1
MAP3K7	TLR3	1
MAP3K7	RIPK3	1
MAP3K7	FUBP1	1
MAP3K7	RUVBL1	1
MAP3K7	GAPVD1	1
MAP3K7	PRKAA1	1
MAP3K7	TGFB1	1
MAP3K7	PPM1B	1
MAP3K7	HSP90AB1	1
MAP3K7	PRKCD	1
MAP3K7	CDC37	1
MAP3K7	MAPK3	1
MAP3K7	TRAF2	1
MAP3K7	NLK	1
MAP3K7	RAB1A	1
MAP3K7	BCL10	1
MAP3K7	AKT3	1
MAP3K7	BMP2	1
MAP3K7	HSP90B1	1
MAP3K7	LRRK2	1
MAP3K7	NRIP1	1
MAP3K7	IL18	1
MAP3K7	MDM4	1
MAP3K7	RPA2	1
MAP3K7	TRIP10	1
MAP3K7	PRKAG2	1
MAP3K7	EIF4B	1
MAP3K7	TRAF6	1
MAP3K7	CARD11	1
MAP3K7	UBE2N	1
MAP3K7	PEBP1	1
MAP3K7	PPP1R13L	1
MAP3K7	SMAD7	1
MAP3K7	KSR1	1
MAP3K7	MAP4K4	1
MAP3K7	PIM1	1
MAP3K7	MAVS	1
MAP3K7	TUBA1B	1
MAP3K7	RXRA	1
MAP3K7	PELI3	1
MAP3K7	TERT	1
MAP3K7	MAP2K3	1
MAP3K7	ATF2	1
MAP3K7	CLTC	1
MAP3K7	NFKBIB	1
PPP2R3B	RB1	1
PPP2R3B	AKT3	1
PPP2R3B	CDC6	1
PTK2B	KCNIP1	1
PTK2B	LYPLAL1	1
PTK2B	MAPK14	1
PTK2B	PITPNM2	1
PTK2B	GNA13	1
PTK2B	LCK	1
PTK2B	HCLS1	1
PTK2B	TXN	1
PTK2B	ASAP1	1
PTK2B	TGFB1I1	1
PTK2B	SRC	1
PTK2B	GAPDH	1
PTK2B	NUDT3	1
PTK2B	VHL	1
PTK2B	CTTN	1
PTK2B	GRIN2A	1
PTK2B	SRXN1	1
PTK2B	PTK2	1
PTK2B	YES1	1
PTK2B	TP53	1
PTK2B	STUB1	1
PTK2B	CSDE1	1
PTK2B	KHDRBS2	1
PTK2B	ARHGAP5	1
PTK2B	STAT3	1
PTK2B	GSN	1
PTK2B	RUVBL2	1
PTK2B	MTOR	1
PTK2B	MCAM	1
PTK2B	MAPK12	1
PTK2B	PITPNM1	1
PTK2B	CBL	1
PTK2B	ASAP3	1
PTK2B	TLN1	1
PTK2B	STIM1	1
PTK2B	SHC1	1
PTK2B	FOXO1	1
PTK2B	KCNA2	1
PTK2B	RAB14	1
PTK2B	PITPNM3	1
PTK2B	LPXN	1
PTK2B	STAP2	1
PTK2B	CRK	1
PTK2B	PIK3R1	1
PTK2B	BCL3	1
PTK2B	CHMP3	1
PTK2B	ITGB1	1
PTK2B	FGR	1
PTK2B	ARAP1	1
PTK2B	RBM12	1
PTK2B	CCR5	1
PTK2B	YWHAH	1
PTK2B	GDI2	1
PTK2B	PKM	1
PTK2B	FHL2	1
PTK2B	DLG4	1
PTK2B	IL7R	1
PTK2B	GSK3A	1
PTK2B	DLG3	1
PTK2B	DOK1	1
PTK2B	EIF2S1	1
PTK2B	CMKLR2	1
PTK2B	UBTD2	1
PTK2B	PPP5C	1
PTK2B	MAPK8	1
PTK2B	RAC1	1
PTK2B	SUMO4	1
PTK2B	UBB	1
PTK2B	RAB5B	1
PTK2B	MTCP1	1
PTK2B	GRB2	1
PTK2B	KLK3	1
PTK2B	RUVBL1	1
PTK2B	CHGB	1
PTK2B	PTPN12	1
PTK2B	EFS	1
PTK2B	RHOA	1
PTK2B	KCNIP2	1
PTK2B	MTA1	1
PTK2B	ITGB3	1
PTK2B	MRGPRX3	1
PTK2B	ARHGDIB	1
PTK2B	LAT	1
PTK2B	EWSR1	1
PTK2B	MAGED1	1
PTK2B	MAPK3	1
PTK2B	EGFR	1
PTK2B	PTPN11	1
PTK2B	RAC3	1
PTK2B	ETS1	1
PTK2B	AKT3	1
PTK2B	BCAR1	1
PTK2B	SLC2A1	1
PTK2B	CDH5	1
PTK2B	HLCS	1
PTK2B	ANXA2	1
PTK2B	MAP3K4	1
PTK2B	ITGB2	1
PTK2B	STAT5A	1
PTK2B	SH3KBP1	1
PTK2B	SOD1	1
PTK2B	NPHP1	1
PTK2B	HNRNPK	1
PTK2B	SNCA	1
PTK2B	SH2D3C	1
PTK2B	TSC1	1
PTK2B	FOXO3	1
PTK2B	SOS1	1
PTK2B	RB1CC1	1
PTK2B	KCNIP4	1
PTK2B	NEDD9	1
PTK2B	ARHGAP21	1
PTK2B	S100A11	1
PTK2B	PIK3CA	1
PTK2B	HSPA2	1
PTK2B	PTPN6	1
PTK2B	RPA2	1
PTK2B	SORBS2	1
PTK2B	SYK	1
PTK2B	ASAP2	1
PTK2B	TRIP10	1
PTK2B	VAV1	1
PTK2B	RASA1	1
PTK2B	LYN	1
PTK2B	GSK3B	1
PTK2B	NOS3	1
PTK2B	MAPT	1
PTK2B	HCK	1
PTK2B	PFKFB3	1
PTK2B	MEF2A	1
PTK2B	PXN	1
PTK2B	STAP1	1
PTK2B	FYN	1
PTK2B	PRKAR1A	1
PTK2B	MAP2K3	1
PTK2B	PDCD6IP	1
PTK2B	BLK	1
PTK2B	PPP1R12A	1
PTK2B	PYCARD	1
PTK2B	ZYX	1
NF1	GADD45A	1
NF1	GTF2F1	1
NF1	MRAS	1
NF1	GTF3A	1
NF1	TAF1	1
NF1	GTF2A1	1
NF1	PRKACA	1
NF1	HRAS	1
NF1	MDM2	1
NF1	NR3C1	1
NF1	RRAS	1
NF1	RASA1	1
NF1	GTF2B	1
NF1	KRAS	1
NF1	POLR2A	1
NF1	TP53	1
NF1	ALAS1	1
NF1	GTF2E1	1
NF1	NRAS	1
NF1	RRAS2	1
ABCC3	ALB	1
L1CAM	PLXNA1	1
L1CAM	EZR	1
L1CAM	NRP1	1
NDRG2	BMP4	1
NDRG2	MMP9	1
NDRG2	JUN	1
NDRG2	ALCAM	1
NDRG2	SOCS1	1
TLX1	ETS1	1
TLX1	ALDH1A1	1
TLX1	PPP2CB	1
TLX1	RB1	1
TLX1	PPP2CA	1
MAX	TMEFF2	1
MAX	DDIT3	1
MAX	MGA	1
MAX	NDRG1	1
MAX	ODC1	1
MAX	PIAS2	1
MAX	RCC1	1
MAX	ID2	1
MAX	ITGB4	1
MAX	COL1A2	1
MAX	GAPDH	1
MAX	HSPA4	1
MAX	DDX18	1
MAX	S100A7	1
MAX	CCL5	1
MAX	TP53	1
MAX	ZFP36L1	1
MAX	CCND1	1
MAX	MTDH	1
MAX	CCNB1	1
MAX	CSDE1	1
MAX	SHMT1	1
MAX	PRDX3	1
MAX	MNT	1
MAX	CFLAR	1
MAX	TFRC	1
MAX	WNT5A	1
MAX	CDK4	1
MAX	MAD1L1	1
MAX	SERPINE1	1
MAX	DKK1	1
MAX	GADD45A	1
MAX	HSP90AA1	1
MAX	MXD3	1
MAX	NPM1	1
MAX	BIRC5	1
MAX	PDCD10	1
MAX	NME2	1
MAX	DNTT	1
MAX	RPL11	1
MAX	ITGB1	1
MAX	HSPD1	1
MAX	POLR3D	1
MAX	CDK6	1
MAX	PDGFRB	1
MAX	NDRG2	1
MAX	CDCA7	1
MAX	MYCT1	1
MAX	PIAS3	1
MAX	IREB2	1
MAX	TSC2	1
MAX	LDHA	1
MAX	SFRP1	1
MAX	UBTF	1
MAX	MYC	1
MAX	PTPA	1
MAX	CDKN1A	1
MAX	EIF2S1	1
MAX	LGALS1	1
MAX	CLU	1
MAX	CKS1B	1
MAX	ERBB2	1
MAX	MMP9	1
MAX	SERPINI1	1
MAX	GTF2H2	1
MAX	PIAS4	1
MAX	CEBPD	1
MAX	EIF4A1	1
MAX	MTA1	1
MAX	CAD	1
MAX	SNAI1	1
MAX	CEBPA	1
MAX	KIR3DL1	1
MAX	PTMAP4	1
MAX	TMEM126A	1
MAX	NCL	1
MAX	FTH1	1
MAX	BAX	1
MAX	EIF4G1	1
MAX	EIF4E	1
MAX	PEG10	1
MAX	NBN	1
MAX	SLC2A1	1
MAX	ENO1	1
MAX	BCAT1	1
MAX	BCL2	1
MAX	E2F3	1
MAX	GPAM	1
MAX	ALDH9A1	1
MAX	HMGCS2	1
MAX	LIN28B	1
MAX	RIOX2	1
MAX	TK1	1
MAX	NME1	1
MAX	CDKN1B	1
MAX	MXD4	1
MAX	NDUFAF2	1
MAX	ITGA6	1
MAX	CDC25A	1
MAX	PFKM	1
MAX	PMAIP1	1
MAX	SFXN3	1
MAX	TAF4B	1
MAX	BMI1	1
MAX	TERT	1
MAX	MXI1	1
MAX	PIAS1	1
MAX	HMGA1	1
MAX	CCND2	1
MYC	TMEFF2	1
MYC	DDIT3	1
MYC	ZBTB17	1
MYC	VEGFC	1
MYC	NDRG1	1
MYC	ODC1	1
MYC	PIAS2	1
MYC	RCC1	1
MYC	ID2	1
MYC	ITGB4	1
MYC	COL1A2	1
MYC	GAPDH	1
MYC	TNF	1
MYC	HSPA4	1
MYC	TEP1	1
MYC	PGF	1
MYC	DDX18	1
MYC	MIR17HG	1
MYC	S100A7	1
MYC	CCL5	1
MYC	TP53	1
MYC	MMP1	1
MYC	CCND1	1
MYC	ZFP36L1	1
MYC	MTDH	1
MYC	CCNB1	1
MYC	GLS	1
MYC	CSDE1	1
MYC	E2F1	1
MYC	SHMT1	1
MYC	SMAD3	1
MYC	PRDX3	1
MYC	CFLAR	1
MYC	TFRC	1
MYC	WNT5A	1
MYC	CDK4	1
MYC	NFKB1	1
MYC	CTCF	1
MYC	DKK1	1
MYC	GADD45A	1
MYC	HSP90AA1	1
MYC	NPM1	1
MYC	BIRC5	1
MYC	MMP2	1
MYC	PDCD10	1
MYC	NME2	1
MYC	DNTT	1
MYC	RPL11	1
MYC	ITGB1	1
MYC	HSPD1	1
MYC	POLR3D	1
MYC	CDK6	1
MYC	PDGFRB	1
MYC	NDRG2	1
MYC	CDCA7	1
MYC	VEGFB	1
MYC	MYCT1	1
MYC	PIAS3	1
MYC	IREB2	1
MYC	SP1	1
MYC	CDKN2A	1
MYC	TSC2	1
MYC	LDHA	1
MYC	SFRP1	1
MYC	UBTF	1
MYC	PTPA	1
MYC	H2AX	1
MYC	CDKN1A	1
MYC	EIF2S1	1
MYC	DNMT3A	1
MYC	LGALS1	1
MYC	CLU	1
MYC	CKS1B	1
MYC	ERBB2	1
MYC	JAG2	1
MYC	MMP9	1
MYC	CDH1	1
MYC	SERPINI1	1
MYC	SMAD2	1
MYC	GTF2H2	1
MYC	PIAS4	1
MYC	CEBPD	1
MYC	NCKAP1L	1
MYC	EIF4A1	1
MYC	MTA1	1
MYC	CAD	1
MYC	CIP2A	1
MYC	IL15	1
MYC	SNAI1	1
MYC	CEBPA	1
MYC	KIR3DL1	1
MYC	PTMAP4	1
MYC	TMEM126A	1
MYC	NCL	1
MYC	FTH1	1
MYC	BAX	1
MYC	VEGFD	1
MYC	IER3	1
MYC	EIF4G1	1
MYC	EIF4E	1
MYC	PEG10	1
MYC	BCL2L11	1
MYC	NBN	1
MYC	SLC2A1	1
MYC	ENO1	1
MYC	BCAT1	1
MYC	BCL2	1
MYC	E2F3	1
MYC	GPAM	1
MYC	ALDH9A1	1
MYC	CDKN2B	1
MYC	HMGCS2	1
MYC	LIN28B	1
MYC	RIOX2	1
MYC	HK2	1
MYC	TK1	1
MYC	NME1	1
MYC	VEGFA	1
MYC	CAPN3	1
MYC	PRKACB	1
MYC	CDKN1B	1
MYC	MXD4	1
MYC	NDUFAF2	1
MYC	INHBA	1
MYC	CXCL8	1
MYC	GSK3B	1
MYC	CCNE1	1
MYC	MAPT	1
MYC	ITGA6	1
MYC	CDC25A	1
MYC	PFKM	1
MYC	PMAIP1	1
MYC	SFXN3	1
MYC	CUL1	1
MYC	BMI1	1
MYC	TAF4B	1
MYC	EZH2	1
MYC	TERT	1
MYC	PIAS1	1
MYC	HMGA1	1
MYC	CCND2	1
CARD16	SREBF2	1
CARD16	PTBP2	1
CARD16	IL18	1
CARD16	PSEN1	1
CARD16	PTBP1	1
CARD16	IL1B	1
CARD16	NLRP1	1
CARD16	TIRAP	1
CARD16	IL1R2	1
CARD16	NLRC4	1
CARD16	PARP1	1
CARD16	CAST	1
CARD16	IL37	1
CARD16	MEFV	1
CARD16	GAPDH	1
CARD16	RHOA	1
CARD16	CARD16	1
CARD16	EIF4A1	1
CARD16	NLRP2	1
CARD16	LMNA	1
CARD16	FGF2	1
CARD16	CASP3	1
CARD16	JUN	1
CARD16	EIF3A	1
CARD16	NCOR2	1
CARD16	EIF4G3	1
CARD16	PRKN	1
CARD16	TPI1	1
CARD16	BID	1
CARD16	CARD8	1
CARD16	IL1A	1
CARD16	EIF4G1	1
CARD16	CASP7	1
CARD16	EIF4E	1
CARD16	ALDOA	1
CARD16	ENO1	1
CARD16	EIF4G2	1
CARD16	IL33	1
CARD16	NEDD4	1
CARD16	PYCARD	1
CARD16	PSEN2	1
CARD16	CASP5	1
HNF1B	KIF12	1
HNF1B	CREB1	1
HNF1B	ATF1	1
HNF1B	DPP4	1
HNF1B	ALDOB	1
MDK	ITGB2	1
MDK	VEGFA	1
MDK	RBM39	1
MDK	CXCL2	1
PTN	CTTN	1
PTN	TGFB1	1
PTN	PTK2	1
PTN	SRC	1
PTPRB	SLTM	1
PTPRB	ALK	1
PTPRB	MAPK3	1
PTPRB	MAPK1	1
PTPRB	CTNNB1	1
PTPRB	KDR	1
PTPRB	GHR	1
PTPRB	TEK	1
PTPRB	INSR	1
SHH	ALK	1
SHH	SRC	1
SHH	CP	1
SHH	PRKCD	1
SHH	MDM2	1
SHH	GLI1	1
SHH	STIL	1
SHH	MAP2K1	1
SHH	GLI2	1
TRIB1	MAP2K1	1
TRIB1	MAP2K7	1
TRIB1	ALOX12	1
TRIB1	MAP2K4	1
IL12B	ALOX12B	1
IL12B	STAT5A	1
IL12B	ITGA3	1
IL12B	IL1B	1
IL12B	CXCL9	1
IL12B	LCK	1
IL12B	CD3E	1
IL12B	IL6	1
IL12B	TBX21	1
IL12B	IFNG	1
IL12B	EOMES	1
IL12B	MPO	1
IL12B	PIK3CA	1
IL12B	NOS2	1
IL12B	IL19	1
IL12B	PIK3R1	1
IL12B	TNF	1
IL12B	RELA	1
IL12B	CCL3	1
IL12B	GADD45B	1
IL12B	GZMB	1
IL12B	STAT4	1
IL12B	CXCL1	1
IL12B	CCR5	1
IL12B	NFKBIA	1
IL12B	GZMA	1
IL12B	GADD45G	1
IL12B	FOS	1
IL12B	STAT1	1
IL12B	CCL2	1
IL12B	CD4	1
IL12B	FASLG	1
IL12B	STAT3	1
IL12B	IL24	1
IL12B	STAT6	1
IL12B	IL1R1	1
IL12B	CCL4L1	1
IL12B	JAK2	1
IL12B	NFKB1	1
IL12RB1	ALOX12B	1
IL12RB1	STAT5A	1
IL12RB1	IL23R	1
IL12RB1	ITGA3	1
IL12RB1	IL1B	1
IL12RB1	CXCL9	1
IL12RB1	LCK	1
IL12RB1	CD3E	1
IL12RB1	IL6	1
IL12RB1	TBX21	1
IL12RB1	IFNG	1
IL12RB1	EOMES	1
IL12RB1	MPO	1
IL12RB1	PIK3CA	1
IL12RB1	NOS2	1
IL12RB1	IL19	1
IL12RB1	PIK3R1	1
IL12RB1	TNF	1
IL12RB1	RELA	1
IL12RB1	CCL3	1
IL12RB1	JAK3	1
IL12RB1	GADD45B	1
IL12RB1	GZMB	1
IL12RB1	STAT4	1
IL12RB1	CXCL1	1
IL12RB1	JAK1	1
IL12RB1	CCR5	1
IL12RB1	NFKBIA	1
IL12RB1	GZMA	1
IL12RB1	GADD45G	1
IL12RB1	FOS	1
IL12RB1	STAT1	1
IL12RB1	CCL2	1
IL12RB1	CD4	1
IL12RB1	FASLG	1
IL12RB1	STAT3	1
IL12RB1	IL24	1
IL12RB1	STAT6	1
IL12RB1	IL1R1	1
IL12RB1	CCL4L1	1
IL12RB1	JAK2	1
IL12RB1	NFKB1	1
IL23A	ALOX12B	1
IL23A	STAT5A	1
IL23A	ITGA3	1
IL23A	IL1B	1
IL23A	CXCL9	1
IL23A	CD3E	1
IL23A	IL6	1
IL23A	IFNG	1
IL23A	MPO	1
IL23A	PIK3CA	1
IL23A	NOS2	1
IL23A	IL19	1
IL23A	PIK3R1	1
IL23A	TNF	1
IL23A	RELA	1
IL23A	STAT4	1
IL23A	CXCL1	1
IL23A	NFKBIA	1
IL23A	PITRM1	1
IL23A	STAT1	1
IL23A	CCL2	1
IL23A	CD4	1
IL23A	STAT3	1
IL23A	IL24	1
IL23A	IL17A	1
IL23A	NFKB1	1
IL23R	ALOX12B	1
IL23R	STAT5A	1
IL23R	ITGA3	1
IL23R	IL1B	1
IL23R	CXCL9	1
IL23R	CD3E	1
IL23R	IL6	1
IL23R	IFNG	1
IL23R	MPO	1
IL23R	PIK3CA	1
IL23R	NOS2	1
IL23R	IL19	1
IL23R	PIK3R1	1
IL23R	TNF	1
IL23R	RELA	1
IL23R	JAK3	1
IL23R	STAT4	1
IL23R	CXCL1	1
IL23R	JAK1	1
IL23R	NFKBIA	1
IL23R	STAT1	1
IL23R	CCL2	1
IL23R	CD4	1
IL23R	STAT3	1
IL23R	IL24	1
IL23R	JAK2	1
IL23R	NFKB1	1
IL23R	TYK2	1
TYK2	ALOX12B	1
TYK2	IL10RA	1
TYK2	STAM2	1
TYK2	PIK3R5	1
TYK2	PAXBP1	1
TYK2	IL23R	1
TYK2	IL1B	1
TYK2	LCK	1
TYK2	HCLS1	1
TYK2	IL13RA1	1
TYK2	IL6	1
TYK2	IL6ST	1
TYK2	SIVA1	1
TYK2	TNF	1
TYK2	YWHAE	1
TYK2	GADD45B	1
TYK2	CXCL1	1
TYK2	NFKBIA	1
TYK2	XRCC5	1
TYK2	FOS	1
TYK2	SMARCC2	1
TYK2	PLAUR	1
TYK2	CD4	1
TYK2	STAT3	1
TYK2	IL24	1
TYK2	IL1R1	1
TYK2	CBL	1
TYK2	PRMT5	1
TYK2	NFKB1	1
TYK2	STAT2	1
TYK2	PIK3R3	1
TYK2	ITGA3	1
TYK2	CXCL9	1
TYK2	PTAFR	1
TYK2	CD3E	1
TYK2	NPM1	1
TYK2	TBX21	1
TYK2	IFNG	1
TYK2	RACK1	1
TYK2	IL2	1
TYK2	IL19	1
TYK2	PIK3R1	1
TYK2	RELA	1
TYK2	BCL3	1
TYK2	IFNAR1	1
TYK2	CCR5	1
TYK2	TERF2IP	1
TYK2	GZMA	1
TYK2	IFNAR2	1
TYK2	PTPN1	1
TYK2	DOK1	1
TYK2	STAT6	1
TYK2	DUSP3	1
TYK2	EIF2AK2	1
TYK2	GJA1	1
TYK2	MPO	1
TYK2	CRKL	1
TYK2	PIK3CD	1
TYK2	CCL3	1
TYK2	MTA1	1
TYK2	PPP1R8	1
TYK2	JAKMIP1	1
TYK2	JAK1	1
TYK2	PIK3CG	1
TYK2	IRS2	1
TYK2	PIK3CB	1
TYK2	PTPN11	1
TYK2	STAT1	1
TYK2	PTPRC	1
TYK2	PRKD2	1
TYK2	CCL4L1	1
TYK2	PIK3R2	1
TYK2	STAT5A	1
TYK2	IRF3	1
TYK2	HNRNPK	1
TYK2	EOMES	1
TYK2	PIK3CA	1
TYK2	NOS2	1
TYK2	PTPN6	1
TYK2	GZMB	1
TYK2	STAT4	1
TYK2	VAV1	1
TYK2	GADD45G	1
TYK2	IRS1	1
TYK2	GHR	1
TYK2	CCL2	1
TYK2	FYN	1
TYK2	FASLG	1
TYK2	ZYX	1
CASP6	PAK1	1
CASP6	TFAP2A	1
CASP6	PTBP2	1
CASP6	UBE4A	1
CASP6	PTBP1	1
CASP6	PSEN1	1
CASP6	CASP8	1
CASP6	EIF4A1	1
CASP6	ALOX5	1
CASP6	LMNA	1
CASP6	PTK2	1
CASP6	CASP3	1
CASP6	PPL	1
CASP6	EIF3A	1
CASP6	HIPK2	1
CASP6	EIF4G3	1
CASP6	LMNB1	1
CASP6	EIF4G1	1
CASP6	EIF4E	1
CASP6	KRT18	1
CASP6	TOP1	1
CASP6	APP	1
CASP6	EIF4G2	1
CASP6	PCYT1A	1
CASP6	DFFA	1
CASP6	NEDD4	1
CASP6	VIM	1
CASP6	LMNB2	1
CASP6	NUMA1	1
CASP6	PSEN2	1
CASP6	SATB1	1
CSF2	MCL1	1
CSF2	CYREN	1
CSF2	MMP9	1
CSF2	STAT5A	1
CSF2	CD1A	1
CSF2	ITGAL	1
CSF2	TLR2	1
CSF2	MMP14	1
CSF2	IL1B	1
CSF2	MAPK1	1
CSF2	ICAM1	1
CSF2	CCR1	1
CSF2	EPO	1
CSF2	CPE	1
CSF2	PPARG	1
CSF2	IL2	1
CSF2	MPO	1
CSF2	PRKACA	1
CSF2	PRKACB	1
CSF2	CD1C	1
CSF2	CSF1	1
CSF2	NFKB1	1
CSF2	STRAP	1
CSF2	TNF	1
CSF2	TNFSF11	1
CSF2	ALOX5	1
CSF2	PRKACG	1
CSF2	CEACAM5	1
CSF2	PLAU	1
CSF2	JAK1	1
CSF2	CXCL8	1
CSF2	PIK3CG	1
CSF2	MAPK3	1
CSF2	SMAD7	1
CSF2	PLA2G4A	1
CSF2	BAX	1
CSF2	CDH11	1
CSF2	PLA2G7	1
CSF2	MMP1	1
CSF2	CD86	1
CSF2	BAD	1
CSF2	CCL2	1
CSF2	STAT3	1
CSF2	MAP2K1	1
CSF2	SPI1	1
CSF2	LGALS3	1
CSF2	FLT1	1
CSF2	FCER2	1
CSF2	JAK2	1
CSF2	COL11A2	1
CSF2	NCF1	1
CSF2	HDC	1
IL13	ELN	1
IL13	SOCS1	1
IL13	MAPK1	1
IL13	CCL11	1
IL13	MUC1	1
IL13	VEGFA	1
IL13	TGFB1	1
IL13	CXCL12	1
IL13	NOS2	1
IL13	CCL3	1
IL13	JAK3	1
IL13	PRKCD	1
IL13	RHOA	1
IL13	ALOX5	1
IL13	CXCL8	1
IL13	MUC5AC	1
IL13	PLA2G4A	1
IL13	STAT1	1
IL13	CCL2	1
IL13	ALPP	1
IL13	STAT3	1
IL13	TNFRSF11B	1
IL13	IL4	1
IL13	STAT6	1
IL13	PTGS2	1
IL13	NFKB1	1
PTGS2	VEGFC	1
PTGS2	MYL12B	1
PTGS2	MAPK1	1
PTGS2	CTNNB1	1
PTGS2	HPGD	1
PTGS2	KEAP1	1
PTGS2	NFE2L2	1
PTGS2	CCR7	1
PTGS2	PRKAB1	1
PTGS2	CSF2	1
PTGS2	NOS2	1
PTGS2	RHOA	1
PTGS2	PTGFR	1
PTGS2	RBM39	1
PTGS2	IL11	1
PTGS2	PIK3CG	1
PTGS2	MAPT	1
PTGS2	CDH11	1
PTGS2	CTSD	1
PTGS2	ANGPT2	1
PTGS2	HGF	1
PTGS2	PTGER1	1
PTGS2	STAT3	1
PTGS2	PPP1R12A	1
PTGS2	IL4	1
PTGS2	MYOD1	1
ALOX5	ALOX5AP	1
CASP10	MAP3K14	1
CASP10	PTBP2	1
CASP10	CYCS	1
CASP10	MAP2K4	1
CASP10	PTBP1	1
CASP10	ALPI	1
CASP10	RIPK1	1
CASP10	EIF4A1	1
CASP10	APAF1	1
CASP10	CASP3	1
CASP10	EIF3A	1
CASP10	EIF4G3	1
CASP10	TP53	1
CASP10	BID	1
CASP10	EIF4G1	1
CASP10	CASP7	1
CASP10	EIF4E	1
CASP10	FANCF	1
CASP10	EIF4G2	1
CASP10	NFKB1	1
CASP8	PROKR1	1
CASP8	MAP3K14	1
CASP8	EIF2AK2	1
CASP8	RALBP1	1
CASP8	PTBP2	1
CASP8	PTBP1	1
CASP8	PSEN1	1
CASP8	CASP8AP2	1
CASP8	CHUK	1
CASP8	BCAP31	1
CASP8	KLK3	1
CASP8	RIPK3	1
CASP8	ALPI	1
CASP8	RIPK1	1
CASP8	SRC	1
CASP8	VPS4B	1
CASP8	TRAF1	1
CASP8	EIF4A1	1
CASP8	HDAC7	1
CASP8	CASP6	1
CASP8	CASP3	1
CASP8	CASP10	1
CASP8	EIF3A	1
CASP8	MAP3K5	1
CASP8	EIF4G3	1
CASP8	PLEC	1
CASP8	BID	1
CASP8	EIF4G1	1
CASP8	CASP7	1
CASP8	EIF4E	1
CASP8	FADD	1
CASP8	IKBKG	1
CASP8	APP	1
CASP8	EIF4G2	1
CASP8	IKBKB	1
CASP8	PCYT1A	1
CASP8	VIM	1
CASP8	AR	1
CASP8	TP73	1
CASP8	MAP2K7	1
CASP8	PSEN2	1
CASP8	DEDD	1
CDX1	CTNNB1	1
CDX1	PCNA	1
CDX1	ALPI	1
