Gene	BC01_02	BC01_03	BC01_04	BC01_05	BC01_06	BC01_08	BC01_10	BC01_12	BC01_33	BC01_34	BC01_50	BC01_53	BC01_55	BC01_57	BC01_66	BC01_69	BC01_70	BC01_72	BC01_74	BC01_77	BC01_87	BC01_95	BC04_01	BC04_02	BC04_07	BC04_08	BC04_09	BC04_11	BC04_13	BC04_14	BC04_16	BC04_20	BC04_21	BC04_22	BC04_23	BC04_24	BC04_27	BC04_28	BC04_29	BC04_30	BC04_31	BC04_32	BC04_33	BC04_35	BC04_36	BC04_37	BC04_39	BC04_40	BC04_41	BC04_45	BC04_49	BC04_53	BC04_54	BC04_56	BC04_58	BC04_59	BC04_60	BC04_61	BC04_62	BC04_63	BC04_64	BC04_66	BC04_69	BC04_71	BC04_72	BC04_77	BC04_78	BC04_82	BC04_85	BC04_86	BC04_88	BC04_89	BC04_90	BC04_91	BC04_92	BC04_93	BC04_96	BC07_01	BC07_03	BC07_04	BC07_06	BC07_07	BC07_08	BC07_09	BC07_12	BC07_15	BC07_16	BC07_18	BC07_20	BC07_23	BC07_24	BC07_27	BC07_30	BC07_31	BC07_35	BC07_36	BC07_38	BC07_39	BC07_42	BC07_43	BC07_44	BC07_50	BC07_52	BC07_55	BC07_56	BC07_57	BC07_58	BC07_59	BC07_60	BC07_61	BC07_63	BC07_65	BC07_66	BC07_67	BC07_68	BC07_69	BC07_72	BC07_73	BC07_75	BC07_78	BC07_79	BC07_80	BC07_83	BC07_87	BC07_89	BC07_93	BC07_95	BC07LN_02	BC07LN_03	BC07LN_04	BC07LN_05	BC07LN_06	BC07LN_10	BC07LN_13	BC07LN_15	BC07LN_16	BC07LN_18	BC07LN_19	BC07LN_22	BC07LN_23	BC07LN_26	BC07LN_27	BC07LN_29	BC07LN_30	BC07LN_31	BC07LN_34	BC07LN_35	BC07LN_36	BC07LN_40	BC07LN_41	BC07LN_42	BC07LN_49	BC07LN_50	BC07LN_51	BC07LN_52	BC07LN_53	BC07LN_54	BC07LN_57	BC07LN_59	BC07LN_60	BC07LN_62	BC07LN_64	BC07LN_67	BC07LN_68	BC07LN_71	BC07LN_73	BC07LN_75	BC07LN_79	BC07LN_81	BC07LN_82	BC07LN_83	BC07LN_84	BC07LN_86	BC07LN_89	BC07LN_90	BC07LN_91	BC07LN_94	BC07LN_95	BC07LN_96	BC03_03	BC03_06	BC03_09	BC03_11	BC03_13	BC03_16	BC03_17	BC03_19	BC03_20	BC03_21	BC03_23	BC03_24	BC03_25	BC03_26	BC03_28	BC03_29	BC03_35	BC03_37	BC03_41	BC03_43	BC03_50	BC03_53	BC03_57	BC03_58	BC03_60	BC03_66	BC03_78	BC03_81	BC03_85	BC03_86	BC03_92	BC03_93	BC03_94	BC03LN_01	BC03LN_04	BC03LN_05	BC03LN_06	BC03LN_10	BC03LN_11	BC03LN_13	BC03LN_14	BC03LN_17	BC03LN_19	BC03LN_20	BC03LN_21	BC03LN_23	BC03LN_25	BC03LN_26	BC03LN_27	BC03LN_28	BC03LN_31	BC03LN_32	BC03LN_34	BC03LN_35	BC03LN_37	BC03LN_38	BC03LN_42	BC03LN_44	BC03LN_47	BC03LN_48	BC03LN_49	BC03LN_50	BC03LN_51	BC03LN_53	BC03LN_56	BC03LN_57	BC03LN_58	BC03LN_61	BC03LN_62	BC03LN_63	BC03LN_64	BC03LN_65	BC03LN_68	BC03LN_69	BC03LN_70	BC03LN_71	BC03LN_72	BC03LN_73	BC03LN_74	BC03LN_78	BC03LN_79	BC03LN_85	BC03LN_89	BC03LN_91	BC03LN_93	BC03LN_95	BC08_01	BC08_04	BC08_06	BC08_08	BC08_10	BC08_22	BC08_24	BC08_27	BC08_31	BC08_33	BC08_36	BC08_48	BC08_51	BC08_54	BC08_56	BC08_59	BC08_70	BC08_73	BC08_83	BC08_88	BC08_94	BC08_95	BC09_05	BC09_13	BC09_19	BC09_21	BC09_25	BC09_29	BC09_31	BC09_33	BC09_34	BC09_37	BC09_42	BC09_44	BC09_45	BC09_46	BC09_48	BC09_49	BC09_50	BC09_53	BC09_57	BC09_64	BC09_65	BC09_70	BC09_83	BC09_86	BC09_92	BC09_93	BC09_Re_01	BC09_Re_03	BC09_Re_05	BC09_Re_06	BC09_Re_07	BC09_Re_13	BC09_Re_14	BC09_Re_15	BC09_Re_21	BC09_Re_32	BC09_Re_37	BC09_Re_39	BC09_Re_41	BC09_Re_43	BC09_Re_44	BC09_Re_46	BC09_Re_54	BC09_Re_57	BC09_Re_59	BC09_Re_60	BC09_Re_61	BC09_Re_62	BC09_Re_66	BC09_Re_74	BC09_Re_80	BC09_Re_83	BC09_Re_88	BC09_Re_94	BC09_Re_95	BC10_07	BC10_09	BC10_16	BC10_20	BC10_43	BC10_47	BC10_54	BC10_58	BC10_67	BC10_69	BC10_73	BC10_80	BC10_81	BC10_85	BC10_95	BC02_02	BC02_08	BC02_09	BC02_10	BC02_11	BC02_12	BC02_13	BC02_14	BC02_15	BC02_18	BC02_19	BC02_22	BC02_24	BC02_25	BC02_26	BC02_28	BC02_31	BC02_34	BC02_44	BC02_47	BC02_50	BC02_51	BC02_53	BC02_54	BC02_55	BC02_58	BC02_59	BC02_60	BC02_61	BC02_62	BC02_63	BC02_64	BC02_66	BC02_67	BC02_68	BC02_70	BC02_71	BC02_73	BC02_74	BC02_75	BC02_76	BC02_79	BC02_81	BC02_82	BC02_83	BC02_86	BC02_88	BC02_89	BC02_90	BC02_93	BC02_94	BC02_95	BC02_96	BC05_01	BC05_02	BC05_04	BC05_07	BC05_08	BC05_09	BC05_12	BC05_13	BC05_16	BC05_17	BC05_18	BC05_20	BC05_21	BC05_22	BC05_23	BC05_25	BC05_26	BC05_27	BC05_28	BC05_29	BC05_30	BC05_31	BC05_32	BC05_33	BC05_34	BC05_35	BC05_36	BC05_37	BC05_38	BC05_39	BC05_41	BC05_42	BC05_43	BC05_44	BC05_45	BC05_46	BC05_47	BC05_48	BC05_49	BC05_50	BC05_52	BC05_53	BC05_55	BC05_57	BC05_59	BC05_60	BC05_61	BC05_62	BC05_63	BC05_64	BC05_68	BC05_69	BC05_70	BC05_71	BC05_72	BC05_73	BC05_74	BC05_75	BC05_77	BC05_78	BC05_79	BC05_80	BC05_81	BC05_83	BC05_84	BC05_85	BC05_86	BC05_87	BC05_88	BC05_90	BC05_91	BC05_92	BC05_93	BC05_94	BC05_95	BC05_96	BC11_01	BC11_04	BC11_07	BC11_28	BC11_43	BC11_56	BC11_69	BC11_70	BC11_78	BC11_81	BC11_88	BC06_04	BC06_08	BC06_10	BC06_21	BC06_23	BC06_25	BC06_26	BC06_27	BC06_28	BC06_29	BC06_32	BC06_39	BC06_40	BC06_43	BC06_58	BC06_60	BC06_61	BC06_74
FGR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16547572957354992	0	0	0	0	0	0	0.17391370667876974	0	0	0	0	0	0	0	0	3.1197470354422241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10446885313403773	1.6787871732039488	0	0	0	0	0	0	0	0	0	0	0	0	0	2.469468296486697	0	0	0	0	0	0	0	0	0	0	0	3.6234098304798263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78869054487203649	0	0	0	0	0	0	4.4034435546241992	0	0	0	0	0	0	0	0	0.19882640295561566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6567893422459363	0	2.0603909382913175	0	0	0	0	0	4.9128547855265197	0	0	3.4602161474283135	0	0	0	0	0	0	3.524732877074916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43185234655313293	0	0	0	0	0	0	0.58788803602633222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8783773605387803	0	0	0	0	0	0	0.67786684011611775	1.3300058322752868	0	0	0	0	0	0	0	0.87220549453904717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.7283841240713524	0	0	0	0	0	0	0.53700922297952747	0	3.6929779195617809	0	0	0	0	5.3775785861525831	0	0	0	0	0	0	0	2.8029134359373158	0.45203006191788664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45108591104573326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.732122881487399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2428973384923718	0	0	0	0	0	0	0	0	0	0	1.9459446258102828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFH	0	0	0	0	0.28547850366796146	0	0	0	0	0	0	0	0.23111139657656637	0	0	0	0	0	0	0	0	0	0	0	0	7.340871820524189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.0639276482033839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35803550994274458	0	0	0	0	0.12238978466836641	0	0	0	3.8136714262780878	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086216179907024362	0	0	0.077034632368382538	0	6.7459025410862727	0	0	0	0.29289704552179957	4.3451771784838025	0	2.0192176443247534	0.19049869896458207	0	0	0	0.50691371547088726	0	0	0	0	0	0.12236070526129907	0	0	5.124646418412067	0	0	4.204115792985978	0	0.35805414409422981	0	0	0	6.5503864006407353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84972878658350282	0	0	0	0	0	0	0	0	0	6.4392225998493924	0	0.13976816852125157	0	0.57787072584667609	0	0	0	0	0	0	0	0	0	0.55948489737776652	0	0	0.94368726361750965	0	0	0.13115953830333224	0	0	0	0.78871039426699407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3007521655313754	3.4206965454895419	0.18260925401961919	0	0	1.3491958074393098	0.47619390833058445	0	0	0	0	0	0	2.2604098657177327	0	0	0	0	0	6.9567331834638431	0	0.13093589422529861	1.4585466588372431	0	0	0	0	0	0	3.4100357041422811	0	0	0	0	0	0	5.8675809226072584	0	0	0	0	0	0	6.1064315578159656	0.81030773781811127	0	0	0	0	0	0	0	0	3.7779564040856135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2525425488767195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41949437533708922	0.51268159557100434	0	0	0	0	0	0.59341023841578333	0.60480615094867129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086120870307442254	0	0	0	0
STPG1	0.59893496382430078	0	0	0.97403530749491973	0	0	2.4668206442501139	0	0	0	0	2.9736076288685807	0.048790089310944362	0	0	0	0	0	0	0	0.96644925507100077	0.076909755726495388	0	0	0	0	0	0	2.8688785894218887	0	5.3467777665389278	0	0	0	0	2.7191883223981481	1.252605801968081	0	0	0	2.8138684518064982	0	0	6.4843839401735197	0	2.2929133590944457	0	0	0	0.12234686278689341	0	0.77031915912666138	0	0	0	0	0	0	5.904272961620646	0	0.97825283802716645	0	0	0	0	0	0	2.012318663771675	0	0	0	0	0	0	3.877571216252885	0	0.23213987940331798	0	0	0	0.1824233167557307	0	0	0	0	0	0	0	0	0	0	0.1657872170459356	0	0	2.4224080846027611	0	3.2860087694167905	0.66805641576183783	0	0	0	0	0	0.35904798386466052	0	0	0	0.8669153762843903	0	0	0	0	0	0	0	0	0	0.1046048736583186	0	0	0.85086289129515946	0	0	0	2.6579797134494658	0	4.8896170280329594	0	0	0.25441003006005108	0	0.12226847360754108	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6498739478428295	1.4136951609526041	0	1.9286392160591757	0.57071198736820949	0	0	0	0	0	0	0	1.853620598737149	0	0	0	0	0	0	0	0	0.8594554829794655	0	0	3.3894240019924253	0	0	0	0	0	0	4.7612173968967904	0	0	0	0	0	4.1276212158731376	0	0	0	4.0759758056953155	0	0.48308640285974974	0	4.8900856672905109	0	0	3.5386317119840212	0	0	1.8030596606596379	0	0	0	0	0	0	0	0	0.18375208961952552	0	0	0	0	0	0	1.7332227213814804	0.17418029026381301	0	0	0	0	1.5254397515237337	3.580483726733382	0	0	0	4.1216976307988382	0	0	0	0	0.48846955481321302	1.8415169926403798	0	0	0	0	0	0	0	0	0	0	0.82486428821675106	0	0	0	0	0	0	0	0.067647020684249506	0	0	0.65259689105002372	0	0	0	0	0	0	3.6292347155423803	0	0	0	0	0	1.1810536746807301	0	0	0	0	0	2.2281361981984631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3915518279886465	0	0	0	0	0	0	0	0	3.0539991972299436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8182885942367202	0	0.10434975028108179	0	0	0	0	0	0	0	0	0	0	0	0.21554094505905699	0.8541836709636158	0	0	0	0	2.9519158942150487	0	0	0	0	1.2347990350310962	0	0	0	2.0315831291746416	0	0	0	0	0	0	0	0	0	3.4041270192513928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.7850746188342708	0	0	0	0	0	0	0	0	0	2.1829431584659837	0	0	0	0	0	0	0	0	0	0	0	0.87076936588323417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46356169007318371	0	0	0	0	3.098867663013817	0	0	0	0	0	0	1.1373049210727812	0	0	0	0	0	2.0643927741337742	0	0	0	0	0	0.21500556352822939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7768546548883435	0	2.8057405983386303	0	0	1.5568309873426631	0	0	0	0	1.4624496094578268	0	0	0.94735848412331602	0	0	0	0	0	0	0	0	0.40515922677172922	0	0	0	0	0	0
TMEM176A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9669667705945866	0	4.6542548766566751	0	4.7925252174607236	0	0.4510155655760581	0	0	0	0	0	5.2015047150392268	1.8911750568300503	4.0253141351762221	2.5485727412298926	1.6352450418723739	0	0	0	3.1286019392286413	5.9639211362030213	2.9258746757795464	2.4383740894760133	0	0	4.8440278151164007	0	3.8014305923072182	0	0	0	1.2290621119989547	0	0	3.955081129284471	0	0	4.8788142614507457	3.4321713705463401	5.5098673358334747	0	5.6997634789128835	0	0	0	0	4.0261647561468461	5.2214376217105292	0	4.9419301781853617	3.2061222474161064	0	0	0	0	0	5.4445990549168046	0	0	0	4.9989002699221317	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61539976512819172	0	0	2.84584470177967	0	6.8432747711860396	0	0	0	0	3.5675308644152777	0	0	0.6148635270860523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.1579939577203291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54792310465948368	0	4.3367643879743953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6313111798033537	0	0	4.2288165673906368	0	0	0	4.5863164361921056	0	0	0	0	0	0	0	0	6.2010417810288718	0	0	0.9092200158794117	1.7977762296538804	4.9803624939121178	2.9153715612987958	0	0	0	5.5093074554609114	0	2.7407106393401994	4.6997663380661958	0	7.1250058881405067	0	5.859601032238742	5.1366330140994805	5.8197410046622213	0	0.26272284925891165	0	0	0	4.718778666879345	2.6306344068517551	6.7086848418856553	0	6.3730585656066987	0	0	0	0	0	0	3.7005019916420916	0	0	0	0	0	0	0	0	0	0.39303372310827478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.447658706370456	0.68809884000450638	0.91971245645514388	0	0	6.6114261661815306	5.3399994735601322	0	0	0	2.4503311139394941	0	0	2.5840232694323073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5869882162637035	4.366823891005934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0771898773472488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70285081642026004	0	0	0	2.8788944609802938	0	0	0	0	0	0	0	0	0
CYP26B1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5210953666419122	0	0	0	0	0	0	0.97156408060631305	0	0	0	0	0	0.13115026596971377	0	0	0	0	0	0	0	0.9042009172309099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21542179030494357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8803941909506516	0	0	0.97844241301042356	0	0.2389972943174572	0.47074206996339185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CASP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38538798888500014	0	0	0	0	0	0	0	0	2.2761357404431704	0	0	0.11333397023729136	0	0	0.076896029115273504	0	0	0	0	1.0651248745742588	0	0	0	0	0	0	0.71827842719426105	0	3.4027869660031969	0.08659718847512532	0.5821336615298186	1.7538620473125257	2.7780855399789033	0	0.058242046556739126	0	0	0.27013696218525496	0	0	0.24721471732322875	1.9347685313134537	0	2.9028502797196865	0	4.2680567948514048	0	0	0	0	0	0	0	1.5310186564866313	0.36491699131056587	0	0	4.8601973548796398	0	0	0	3.7351557497349215	0	0	0	0	0	2.0993435785040462	0.61033319547348985	0	0	0	0.51902074122637698	0.76563167396102327	0	0.095432304666612067	1.1322573009023964	0	2.3856953946885535	0.6099673045874231	0	0.29258169278679147	1.1728417334720549	0	0	4.6484784165124973	0	0	0	1.1534098652224078	0.095247824602825187	0.45737496319320364	0	0	0	0	0	0	0	0	0	1.2831934244194958	0.94053965010871288	0	0	1.8935677575063734	0	0	0	2.062210594965717	1.4972793486104969	2.7907903511733432	0	0	0.27035320744973035	0	0	0	0	0	0	0	0	0.54226771634251336	0	1.8449628844627179	0.47594345365468782	0	0	0	0	0	0	0	0	0	0	0	0.095659318958535688	0	0	0	0	0	0	0	0	1.5159609644771235	0	0	0	0	0	0	0	0.039221259250907643	0	0	0	0	0	0	0.23115792340073463	0	0	0	2.0219517453374936	0	0	0	0	0	0	0	0	1.1213625582062077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7873515692121504	0	0	0	0	0	0	0	1.7512541395086547	0	0	0	0	0	1.509855568617039	0	0	0	0.35062543441167532	0	0	0	0	0	1.4301399910441841	0	0.4823205023827577	2.0248031203261956	0	0	0	0	2.4289225938951122	0	3.3137364617006648	0	0	0	0.79733313900358227	1.4280706499626445	0	0	0	0.077025922516955947	0	2.1317949363825814	1.559895819561778	0	0.94384186625812005	0	0	5.5272246148793416	0.19071172395266517	0	0	0	3.5404506100387003	0	0	0	0.59314531739544663	0.039263739673544386	0	0	1.147807415862856	0	0	0	0	1.5194322844295187	0	0	1.4654285330471888	4.8007749639651385	1.5888774882994674	0	0	0	0.52508338602275895	1.8200870848665465	6.5237790924015595	0	2.0105457067704999	3.5388892092656832	0	4.5632232917871853	0	0	3.1633201434714464	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3787893402950218	1.0852076873356671	0	0	0	0	0	0	0	0	0	0	0.12219818202231655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4510055170061894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15691635548487456	0	0	0	0.55930197726876796	0	0	0	0	0	0.40536225166554157	0	0	0	0	0	0	0	0.29255178322256675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7780792759917434	0	2.0525202839726671	0	0	2.0944012651268209	0	0	0	0	2.599225962287055	0	0	0	2.8606752295245665	0	0	0	1.5724842328989814	0	0	0	0.35069212678585387	0	0.39179117484404152	0	0	2.3892927473868553	0	0	0	0	0.067808627554535164	0	0.58219631781114511	0	0	0	0	0	0	0	0	2.9528628960387171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87935442552767629	0	0
TFPI	0	0	0	0	0	0	0	0	0	0	0	0	0.30748428362276709	0	0	0	0	0.11325630377152147	0	0	0	0	4.66198911830468	0.88760747064002998	0	0.92011723516729815	0	0.23896295142939233	5.1580283900274537	0	0	5.0441323036611285	0.19052450153523184	0	4.3685698332558305	4.8681038001294263	0	0	3.8086079776255186	5.4275205537155315	3.604677040978832	0	0	0	4.3569133632177852	5.2901496147772979	4.4291583546371385	3.207176845262437	0	0	5.3467858872037217	5.3957896668423775	4.5193005132033512	2.5221115416736177	4.3704479100219036	3.2628132879478073	4.8085080764403338	3.8747187137039845	0	0.14848779675769674	1.7525749993526663	4.6776458052666516	0	3.0436165769079655	0	4.9522252287176194	1.76057315989346	4.9951462225339398	0	2.8496856088668641	3.3067302971667738	0.13984440449298591	0.13986548454148306	0	0	5.3099345730978271	0.15772782845837885	0	0	0.13995712243229697	0	6.6221975166564917	0.14839439162810439	5.3624632616672443	0	0.23127386142156972	0	0	0	0	0	0	0	0	0.12236308615969889	0	0	0	0	0	0	0	6.1232447756531769	7.727665345566515	0.095284043208115315	0	0	5.2664574748036017	0	0.31574081811575161	0	0	0	0	0.095332156893075226	0	0	0	0	0	0	0	6.0700421147249619	0	0	0	6.1242488312961125	0.47674306059110538	0	0	0	0	5.0617515886592344	0	0	0	0	0	0	0	0	0.22304956562441092	0	0	0	0	0	0	0	0.82383014464981141	0	0	0	0.11325247884948217	0.59923015916691025	0	0	0	0.09530471123579165	0.14877081144606738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.067745816399162717	0.20698889779994611	0	0	0	0.23173086511179883	0	5.8486804931461016	4.8864002793954082	5.5924991511055033	0.1132757227219188	4.5130852679698661	6.5769320974083634	4.5816112173677901	2.8194224071249163	6.730785409659747	0.14894968566988565	0	0	0	1.5366417273083546	0	3.0834016235190362	5.0269449426138557	5.6791983076203874	0.14856744680579348	0	0	0	0	0	0.13208253758720045	0	0	0	0	0	0	0	1.3281191154696677	1.1971044401613966	0	0	0.7181217443299277	0	0	0	2.6011468534100959	0	0.14847422047510372	5.3033027190078084	4.5055632721312984	0	0	5.0962230636723209	0	1.0555602206648063	0	5.0153264811531528	0	0	0	0	0	0	0	0	0	0	0	0	0.46389950113693407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48229657891416594	5.8630753247574212	0	0	0.086097501241741814	0	0	0	0	0	0	0	0	0	0	0	0	1.4490968933603032	0	0	0	0	0	0	3.2380798318051345	0	2.358284175803671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2755133649009851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32954762086411671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.095255078666458298	0	0	0	0	4.4310974380429258	2.4510773596296929	3.6412252470243516	0	2.139119801910712	0	0	0	0	0	0.13097123357545212	4.4503590462735882	1.267327080109462	3.6563525947852757	3.527033044728344	0	0	5.5090966260611118	0	0	0	2.3744496617935367	4.2308737211046559	2.6040261535085305	3.0682559793097206	0	0	3.6971846179148935	2.1541507643474511	0	3.8372994592322094	0	0	4.6817765578014718	0	0	0	0	0	0	0	0	4.9094485855813543	3.5631189595219017	0	4.6392041753894731	0	0	0	0	0	0.19897338014734156	0	4.671358956487472	3.1538001106003088	5.2061515639556788	0	0	0	0	0	5.4361524117172033	0	3.5960115356971132	0	0	0	0.15694343999631094	0	0	0	1.069656786740703	0	0	0	0	0	0	0	3.0988691913156976	1.7525958397613943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.8108662537053437	0	0	0	0
